event_id,customer_id,event_month,event_date,event_type,mrr_delta,mrr_after_event
A-1f0636-2024-09,A-1f0636,2024-09,2024-09-30,expansion,1995.0,71820.0
A-1f0636-2024-10,A-1f0636,2024-10,2024-10-31,expansion,1995.0,73815.0
A-1f0636-2024-11,A-1f0636,2024-11,2024-11-30,expansion,20895.0,94710.0
A-1f0ac7-2023-12,A-1f0ac7,2023-12,2023-12-31,new,1176.0,1176.0
A-1f0ac7-2024-02,A-1f0ac7,2024-02,2024-02-29,expansion,4776.0,5952.0
A-1f0ac7-2024-04,A-1f0ac7,2024-04,2024-04-30,expansion,646.0,6598.0
A-1f0ac7-2024-05,A-1f0ac7,2024-05,2024-05-31,expansion,893.0,7491.0
A-1f0ac7-2024-11,A-1f0ac7,2024-11,2024-11-30,expansion,608.0,8099.0
A-1f0ac7-2024-12,A-1f0ac7,2024-12,2024-12-31,expansion,1176.0,9275.0
A-1f559b-2023-12,A-1f559b,2023-12,2023-12-31,new,549.0,549.0
A-1f559b-2024-02,A-1f559b,2024-02,2024-02-29,expansion,5421.0,5970.0
A-1f559b-2024-04,A-1f559b,2024-04,2024-04-30,expansion,2891.0,8861.0
A-1f559b-2024-06,A-1f559b,2024-06,2024-06-30,expansion,1386.0,10247.0
A-1f559b-2024-07,A-1f559b,2024-07,2024-07-31,expansion,1015.0,11262.0
A-1f559b-2024-10,A-1f559b,2024-10,2024-10-31,contraction,-912.0,10350.0
A-1f7acb-2023-09,A-1f7acb,2023-09,2023-09-30,new,12736.0,12736.0
A-1f7acb-2023-10,A-1f7acb,2023-10,2023-10-31,expansion,2432.0,15168.0
A-1f7acb-2024-07,A-1f7acb,2024-07,2024-07-31,expansion,15872.0,31040.0
A-1f7acb-2024-08,A-1f7acb,2024-08,2024-08-31,expansion,3136.0,34176.0
A-1f7acb-2024-09,A-1f7acb,2024-09,2024-09-30,expansion,12736.0,46912.0
A-202b67-2024-03,A-202b67,2024-03,2024-03-31,new,539.0,539.0
A-202b67-2024-05,A-202b67,2024-05,2024-05-31,expansion,3528.0,4067.0
A-202b67-2024-06,A-202b67,2024-06,2024-06-30,expansion,4975.0,9042.0
A-202b67-2024-07,A-202b67,2024-07,2024-07-31,expansion,2398.0,11440.0
A-202b67-2024-08,A-202b67,2024-08,2024-08-31,expansion,418.0,11858.0
A-202b67-2024-09,A-202b67,2024-09,2024-09-30,expansion,539.0,12397.0
A-202b67-2024-10,A-202b67,2024-10,2024-10-31,expansion,5771.0,18168.0
A-20736a-2024-05,A-20736a,2024-05,2024-05-31,new,2450.0,2450.0
A-20736a-2024-08,A-20736a,2024-08,2024-08-31,expansion,2450.0,4900.0
A-20736a-2024-09,A-20736a,2024-09,2024-09-30,expansion,9950.0,14850.0
A-20736a-2024-10,A-20736a,2024-10,2024-10-31,expansion,15725.0,30575.0
A-20736a-2024-11,A-20736a,2024-11,2024-11-30,expansion,9950.0,40525.0
A-22d9d2-2024-03,A-22d9d2,2024-03,2024-03-31,new,152.0,152.0
A-22d9d2-2024-04,A-22d9d2,2024-04,2024-04-30,expansion,2842.0,2994.0
A-22d9d2-2024-06,A-22d9d2,2024-06,2024-06-30,expansion,2646.0,5640.0
A-22d9d2-2024-07,A-22d9d2,2024-07,2024-07-31,expansion,1984.0,7624.0
A-22d9d2-2024-08,A-22d9d2,2024-08,2024-08-31,expansion,1470.0,9094.0
A-22d9d2-2024-09,A-22d9d2,2024-09,2024-09-30,contraction,-2842.0,6252.0
A-22d9d2-2024-10,A-22d9d2,2024-10,2024-10-31,expansion,4900.0,11152.0
A-22d9d2-2024-11,A-22d9d2,2024-11,2024-11-30,expansion,3184.0,14336.0
A-22d9d2-2024-12,A-22d9d2,2024-12,2024-12-31,expansion,1568.0,15904.0
A-22f2df-2024-12,A-22f2df,2024-12,2024-12-31,new,7451.0,7451.0
A-241e75-2024-07,A-241e75,2024-07,2024-07-31,new,2254.0,2254.0
A-241e75-2024-08,A-241e75,2024-08,2024-08-31,expansion,342.0,2596.0
A-241e75-2024-09,A-241e75,2024-09,2024-09-30,expansion,903.0,3499.0
A-241e75-2024-10,A-241e75,2024-10,2024-10-31,expansion,95.0,3594.0
A-2446e3-2024-01,A-2446e3,2024-01,2024-01-31,new,1323.0,1323.0
A-2446e3-2024-04,A-2446e3,2024-04,2024-04-30,expansion,5373.0,6696.0
A-2446e3-2024-07,A-2446e3,2024-07,2024-07-31,expansion,1323.0,8019.0
A-2446e3-2024-09,A-2446e3,2024-09,2024-09-30,expansion,5373.0,13392.0
A-2446e3-2024-10,A-2446e3,2024-10,2024-10-31,expansion,5373.0,18765.0
A-2446e3-2024-12,A-2446e3,2024-12,2024-12-31,expansion,5373.0,24138.0
A-249769-2024-06,A-249769,2024-06,2024-06-30,new,824.0,824.0
A-249769-2024-07,A-249769,2024-07,2024-07-31,expansion,95.0,919.0
A-249769-2024-08,A-249769,2024-08,2024-08-31,expansion,12613.0,13532.0
A-249769-2024-09,A-249769,2024-09,2024-09-30,expansion,1195.0,14727.0
A-249769-2024-10,A-249769,2024-10,2024-10-31,expansion,686.0,15413.0
A-249769-2024-11,A-249769,2024-11,2024-11-30,expansion,304.0,15717.0
A-271f46-2023-03,A-271f46,2023-03,2023-03-31,new,722.0,722.0
A-271f46-2023-07,A-271f46,2023-07,2023-07-31,expansion,722.0,1444.0
A-271f46-2024-05,A-271f46,2024-05,2024-05-31,expansion,7562.0,9006.0
A-271f46-2024-06,A-271f46,2024-06,2024-06-30,expansion,722.0,9728.0
A-271f46-2024-10,A-271f46,2024-10,2024-10-31,expansion,722.0,10450.0
A-271f46-2024-11,A-271f46,2024-11,2024-11-30,expansion,9154.0,19604.0
A-2789e3-2024-09,A-2789e3,2024-09,2024-09-30,new,627.0,627.0
A-2789e3-2024-10,A-2789e3,2024-10,2024-10-31,expansion,3025.0,3652.0
A-2789e3-2024-11,A-2789e3,2024-11,2024-11-30,expansion,14328.0,17980.0
A-2789e3-2024-12,A-2789e3,2024-12,2024-12-31,expansion,6509.0,24489.0
A-2922b6-2024-12,A-2922b6,2024-12,2024-12-31,new,10669.0,10669.0
A-296d7c-2024-01,A-296d7c,2024-01,2024-01-31,new,114.0,114.0
A-296d7c-2024-04,A-296d7c,2024-04,2024-04-30,expansion,361.0,475.0
A-296d7c-2024-06,A-296d7c,2024-06,2024-06-30,expansion,38.0,513.0
A-296d7c-2024-08,A-296d7c,2024-08,2024-08-31,expansion,784.0,1297.0
A-296d7c-2024-11,A-296d7c,2024-11,2024-11-30,expansion,692.0,1989.0
A-297a2d-2023-08,A-297a2d,2023-08,2023-08-31,new,7164.0,7164.0
A-297a2d-2024-03,A-297a2d,2024-03,2024-03-31,expansion,1323.0,8487.0
A-297a2d-2024-08,A-297a2d,2024-08,2024-08-31,expansion,513.0,9000.0
A-297a2d-2024-11,A-297a2d,2024-11,2024-11-30,expansion,5373.0,14373.0
A-2b9d3e-2023-09,A-2b9d3e,2023-09,2023-09-30,new,209.0,209.0
A-2b9d3e-2023-11,A-2b9d3e,2023-11,2023-11-30,expansion,995.0,1204.0
A-2b9d3e-2024-03,A-2b9d3e,2024-03,2024-03-31,expansion,882.0,2086.0
A-2b9d3e-2024-04,A-2b9d3e,2024-04,2024-04-30,expansion,19.0,2105.0
A-2b9d3e-2024-08,A-2b9d3e,2024-08,2024-08-31,expansion,532.0,2637.0
A-2b9d3e-2024-11,A-2b9d3e,2024-11,2024-11-30,expansion,2107.0,4744.0
A-2b9d3e-2024-12,A-2b9d3e,2024-12,2024-12-31,expansion,398.0,5142.0
A-2bc93d-2023-07,A-2bc93d,2023-07,2023-07-31,new,3166.0,3166.0
A-2bc93d-2023-08,A-2bc93d,2023-08,2023-08-31,expansion,7960.0,11126.0
A-2bc93d-2023-11,A-2bc93d,2023-11,2023-11-30,expansion,3980.0,15106.0
A-2bc93d-2023-12,A-2bc93d,2023-12,2023-12-31,expansion,7960.0,23066.0
A-2bc93d-2024-02,A-2bc93d,2024-02,2024-02-29,expansion,686.0,23752.0
A-2bc93d-2024-03,A-2bc93d,2024-03,2024-03-31,expansion,1805.0,25557.0
A-2bc93d-2024-04,A-2bc93d,2024-04,2024-04-30,expansion,1519.0,27076.0
A-2bc93d-2024-09,A-2bc93d,2024-09,2024-09-30,expansion,3603.0,30679.0
A-2bc93d-2024-10,A-2bc93d,2024-10,2024-10-31,contraction,-266.0,30413.0
A-2bc93d-2024-12,A-2bc93d,2024-12,2024-12-31,expansion,1715.0,32128.0
A-2d1036-2024-07,A-2d1036,2024-07,2024-07-31,new,28773.0,28773.0
A-2d1036-2024-08,A-2d1036,2024-08,2024-08-31,expansion,6762.0,35535.0
A-2d1036-2024-09,A-2d1036,2024-09,2024-09-30,expansion,10695.0,46230.0
A-2d1036-2024-10,A-2d1036,2024-10,2024-10-31,expansion,13731.0,59961.0
A-2d1036-2024-12,A-2d1036,2024-12,2024-12-31,contraction,-10350.0,49611.0
A-2d4502-2024-04,A-2d4502,2024-04,2024-04-30,new,392.0,392.0
A-2d4502-2024-07,A-2d4502,2024-07,2024-07-31,expansion,9318.0,9710.0
A-2d4502-2024-08,A-2d4502,2024-08,2024-08-31,expansion,1393.0,11103.0
A-2d4502-2024-09,A-2d4502,2024-09,2024-09-30,expansion,4378.0,15481.0
A-2d4502-2024-11,A-2d4502,2024-11,2024-11-30,expansion,6236.0,21717.0
A-2d4502-2024-12,A-2d4502,2024-12,2024-12-31,expansion,7354.0,29071.0
A-2e3bad-2023-08,A-2e3bad,2023-08,2023-08-31,new,12139.0,12139.0
A-2e3bad-2024-01,A-2e3bad,2024-01,2024-01-31,expansion,5978.0,18117.0
A-2e3bad-2024-03,A-2e3bad,2024-03,2024-03-31,contraction,-2989.0,15128.0
A-2e3bad-2024-04,A-2e3bad,2024-04,2024-04-30,expansion,1159.0,16287.0
A-2e3bad-2024-06,A-2e3bad,2024-06,2024-06-30,expansion,12139.0,28426.0
A-2e3bad-2024-09,A-2e3bad,2024-09,2024-09-30,expansion,12139.0,40565.0
A-2e3bad-2024-10,A-2e3bad,2024-10,2024-10-31,expansion,1159.0,41724.0
A-2e3bad-2024-12,A-2e3bad,2024-12,2024-12-31,expansion,1159.0,42883.0
A-2e4581-2024-10,A-2e4581,2024-10,2024-10-31,new,1078.0,1078.0
A-2e4581-2024-11,A-2e4581,2024-11,2024-11-30,expansion,4709.0,5787.0
A-2e4581-2024-12,A-2e4581,2024-12,2024-12-31,expansion,6816.0,12603.0
A-2ebb4b-2023-06,A-2ebb4b,2023-06,2023-06-30,new,779.0,779.0
A-2ebb4b-2023-10,A-2ebb4b,2023-10,2023-10-31,expansion,14944.0,15723.0
A-2ebb4b-2024-05,A-2ebb4b,2024-05,2024-05-31,expansion,2788.0,18511.0
A-2ebb4b-2024-06,A-2ebb4b,2024-06,2024-06-30,expansion,8159.0,26670.0
A-2ebb4b-2024-07,A-2ebb4b,2024-07,2024-07-31,expansion,2009.0,28679.0
A-2ebb4b-2024-09,A-2ebb4b,2024-09,2024-09-30,contraction,-2009.0,26670.0
A-2ebb4b-2024-12,A-2ebb4b,2024-12,2024-12-31,expansion,2009.0,28679.0
A-2edab2-2023-11,A-2edab2,2023-11,2023-11-30,new,1156.0,1156.0
A-2edab2-2023-12,A-2edab2,2023-12,2023-12-31,expansion,323.0,1479.0
A-2edab2-2024-03,A-2edab2,2024-03,2024-03-31,expansion,1666.0,3145.0
A-2edab2-2024-06,A-2edab2,2024-06,2024-06-30,expansion,3383.0,6528.0
A-2edab2-2024-07,A-2edab2,2024-07,2024-07-31,expansion,323.0,6851.0
A-2edab2-2024-10,A-2edab2,2024-10,2024-10-31,expansion,323.0,7174.0
A-2edab2-2024-11,A-2edab2,2024-11,2024-11-30,expansion,2550.0,9724.0
A-2edab2-2024-12,A-2edab2,2024-12,2024-12-31,expansion,833.0,10557.0
A-2f6a32-2024-09,A-2f6a32,2024-09,2024-09-30,new,361.0,361.0
A-2f6a32-2024-10,A-2f6a32,2024-10,2024-10-31,expansion,3105.0,3466.0
A-2f6a32-2024-11,A-2f6a32,2024-11,2024-11-30,expansion,2755.0,6221.0
A-2f6a32-2024-12,A-2f6a32,2024-12,2024-12-31,expansion,931.0,7152.0
A-309e54-2024-12,A-309e54,2024-12,2024-12-31,new,28549.0,28549.0
A-30b4ca-2024-05,A-30b4ca,2024-05,2024-05-31,new,51342.0,51342.0
A-30b4ca-2024-06,A-30b4ca,2024-06,2024-06-30,expansion,17114.0,68456.0
A-30b4ca-2024-07,A-30b4ca,2024-07,2024-07-31,expansion,4214.0,72670.0
A-30b4ca-2024-08,A-30b4ca,2024-08,2024-08-31,expansion,1634.0,74304.0
A-30b4ca-2024-10,A-30b4ca,2024-10,2024-10-31,expansion,1634.0,75938.0
A-310452-2024-12,A-310452,2024-12,2024-12-31,new,11003.0,11003.0
A-313be3-2023-12,A-313be3,2023-12,2023-12-31,new,2303.0,2303.0
A-313be3-2024-01,A-313be3,2024-01,2024-01-31,expansion,9353.0,11656.0
A-313be3-2024-08,A-313be3,2024-08,2024-08-31,expansion,5047.0,16703.0
A-313be3-2024-12,A-313be3,2024-12,2024-12-31,expansion,2303.0,19006.0
A-31ab9a-2024-03,A-31ab9a,2024-03,2024-03-31,new,285.0,285.0
A-31ab9a-2024-04,A-31ab9a,2024-04,2024-04-30,expansion,4174.0,4459.0
A-31ab9a-2024-10,A-31ab9a,2024-10,2024-10-31,expansion,2786.0,7245.0
A-31ab9a-2024-12,A-31ab9a,2024-12,2024-12-31,expansion,8557.0,15802.0
A-32728c-2023-04,A-32728c,2023-04,2023-04-30,new,980.0,980.0
A-32728c-2023-05,A-32728c,2023-05,2023-05-31,expansion,980.0,1960.0
A-32728c-2023-06,A-32728c,2023-06,2023-06-30,expansion,980.0,2940.0
A-32728c-2023-07,A-32728c,2023-07,2023-07-31,expansion,380.0,3320.0
A-32728c-2024-09,A-32728c,2024-09,2024-09-30,expansion,798.0,4118.0
A-328bd0-2023-08,A-328bd0,2023-08,2023-08-31,new,3582.0,3582.0
A-328bd0-2023-09,A-328bd0,2023-09,2023-09-30,expansion,1617.0,5199.0
A-328bd0-2023-10,A-328bd0,2023-10,2023-10-31,expansion,684.0,5883.0
A-328bd0-2023-12,A-328bd0,2023-12,2023-12-31,expansion,1911.0,7794.0
A-328bd0-2024-02,A-328bd0,2024-02,2024-02-29,contraction,-1227.0,6567.0
A-328bd0-2024-04,A-328bd0,2024-04,2024-04-30,expansion,540.0,7107.0
A-328bd0-2024-05,A-328bd0,2024-05,2024-05-31,expansion,1813.0,8920.0
A-328bd0-2024-07,A-328bd0,2024-07,2024-07-31,expansion,3582.0,12502.0
A-328bd0-2024-08,A-328bd0,2024-08,2024-08-31,expansion,342.0,12844.0
A-328bd0-2024-12,A-328bd0,2024-12,2024-12-31,expansion,882.0,13726.0
A-32fb14-2023-09,A-32fb14,2023-09,2023-09-30,new,494.0,494.0
A-32fb14-2023-11,A-32fb14,2023-11,2023-11-30,expansion,988.0,1482.0
A-32fb14-2024-03,A-32fb14,2024-03,2024-03-31,expansion,1444.0,2926.0
A-32fb14-2024-05,A-32fb14,2024-05,2024-05-31,contraction,-893.0,2033.0
A-32fb14-2024-07,A-32fb14,2024-07,2024-07-31,expansion,1074.0,3107.0
A-32fb14-2024-09,A-32fb14,2024-09,2024-09-30,expansion,494.0,3601.0
A-32fb14-2024-11,A-32fb14,2024-11,2024-11-30,expansion,5174.0,8775.0
A-331424-2024-01,A-331424,2024-01,2024-01-31,new,2189.0,2189.0
A-331424-2024-02,A-331424,2024-02,2024-02-29,expansion,209.0,2398.0
A-331424-2024-05,A-331424,2024-05,2024-05-31,expansion,2189.0,4587.0
A-331424-2024-08,A-331424,2024-08,2024-08-31,expansion,2189.0,6776.0
A-331424-2024-09,A-331424,2024-09,2024-09-30,contraction,-209.0,6567.0
A-337bc1-2023-08,A-337bc1,2023-08,2023-08-31,new,1470.0,1470.0
A-337bc1-2023-11,A-337bc1,2023-11,2023-11-30,expansion,6766.0,8236.0
A-337bc1-2024-03,A-337bc1,2024-03,2024-03-31,expansion,6169.0,14405.0
A-337bc1-2024-08,A-337bc1,2024-08,2024-08-31,expansion,760.0,15165.0
A-337bc1-2024-09,A-337bc1,2024-09,2024-09-30,expansion,4214.0,19379.0
A-342303-2024-05,A-342303,2024-05,2024-05-31,new,323.0,323.0
A-342303-2024-07,A-342303,2024-07,2024-07-31,expansion,1372.0,1695.0
A-34d880-2024-04,A-34d880,2024-04,2024-04-30,new,10743.0,10743.0
A-34d880-2024-07,A-34d880,2024-07,2024-07-31,expansion,7651.0,18394.0
A-34d880-2024-08,A-34d880,2024-08,2024-08-31,expansion,779.0,19173.0
A-34d880-2024-10,A-34d880,2024-10,2024-10-31,expansion,1012.0,20185.0
A-34ea2f-2024-09,A-34ea2f,2024-09,2024-09-30,new,1671.0,1671.0
A-34ea2f-2024-10,A-34ea2f,2024-10,2024-10-31,expansion,4770.0,6441.0
A-34ea2f-2024-11,A-34ea2f,2024-11,2024-11-30,expansion,4958.0,11399.0
A-34ea2f-2024-12,A-34ea2f,2024-12,2024-12-31,contraction,-995.0,10404.0
A-35083d-2023-08,A-35083d,2023-08,2023-08-31,new,7562.0,7562.0
A-35083d-2023-11,A-35083d,2023-11,2023-11-30,expansion,475.0,8037.0
A-35083d-2024-01,A-35083d,2024-01,2024-01-31,expansion,646.0,8683.0
A-35083d-2024-04,A-35083d,2024-04,2024-04-30,expansion,931.0,9614.0
A-35083d-2024-05,A-35083d,2024-05,2024-05-31,expansion,4712.0,14326.0
A-35083d-2024-07,A-35083d,2024-07,2024-07-31,expansion,1488.0,15814.0
A-35083d-2024-08,A-35083d,2024-08,2024-08-31,expansion,3781.0,19595.0
A-35083d-2024-09,A-35083d,2024-09,2024-09-30,expansion,1225.0,20820.0
A-35083d-2024-10,A-35083d,2024-10,2024-10-31,expansion,931.0,21751.0
A-35083d-2024-12,A-35083d,2024-12,2024-12-31,expansion,9751.0,31502.0
A-354f12-2024-05,A-354f12,2024-05,2024-05-31,new,6766.0,6766.0
A-354f12-2024-08,A-354f12,2024-08,2024-08-31,expansion,199.0,6965.0
A-354f12-2024-10,A-354f12,2024-10,2024-10-31,expansion,1791.0,8756.0
A-354f12-2024-11,A-354f12,2024-11,2024-11-30,expansion,133.0,8889.0
A-378b99-2024-09,A-378b99,2024-09,2024-09-30,new,2223.0,2223.0
A-378b99-2024-10,A-378b99,2024-10,2024-10-31,expansion,1421.0,3644.0
A-378b99-2024-11,A-378b99,2024-11,2024-11-30,expansion,6096.0,9740.0
A-378b99-2024-12,A-378b99,2024-12,2024-12-31,expansion,2376.0,12116.0
A-3793ee-2023-11,A-3793ee,2023-11,2023-11-30,new,2401.0,2401.0
A-3793ee-2024-01,A-3793ee,2024-01,2024-01-31,expansion,2401.0,4802.0
A-3793ee-2024-03,A-3793ee,2024-03,2024-03-31,expansion,2401.0,7203.0
A-3793ee-2024-07,A-3793ee,2024-07,2024-07-31,expansion,9751.0,16954.0
A-3793ee-2024-10,A-3793ee,2024-10,2024-10-31,expansion,9751.0,26705.0
A-3793ee-2024-11,A-3793ee,2024-11,2024-11-30,contraction,-2401.0,24304.0
A-37f969-2023-10,A-37f969,2023-10,2023-10-31,new,1470.0,1470.0
A-37f969-2023-11,A-37f969,2023-11,2023-11-30,expansion,969.0,2439.0
A-37f969-2023-12,A-37f969,2023-12,2023-12-31,expansion,1470.0,3909.0
A-37f969-2024-01,A-37f969,2024-01,2024-01-31,expansion,5970.0,9879.0
A-37f969-2024-05,A-37f969,2024-05,2024-05-31,expansion,5970.0,15849.0
A-37f969-2024-06,A-37f969,2024-06,2024-06-30,expansion,570.0,16419.0
A-37f969-2024-08,A-37f969,2024-08,2024-08-31,expansion,570.0,16989.0
A-37f969-2024-09,A-37f969,2024-09,2024-09-30,expansion,5970.0,22959.0
A-3932db-2023-12,A-3932db,2023-12,2023-12-31,new,437.0,437.0
A-3932db-2024-02,A-3932db,2024-02,2024-02-29,expansion,361.0,798.0
A-3932db-2024-03,A-3932db,2024-03,2024-03-31,expansion,779.0,1577.0
A-3932db-2024-09,A-3932db,2024-09,2024-09-30,expansion,3781.0,5358.0
A-3932db-2024-10,A-3932db,2024-10,2024-10-31,expansion,1764.0,7122.0
A-3932db-2024-11,A-3932db,2024-11,2024-11-30,expansion,6965.0,14087.0
A-396e5f-2024-10,A-396e5f,2024-10,2024-10-31,new,7829.0,7829.0
A-396e5f-2024-11,A-396e5f,2024-11,2024-11-30,expansion,343.0,8172.0
A-396e5f-2024-12,A-396e5f,2024-12,2024-12-31,expansion,2064.0,10236.0
A-39868b-2024-04,A-39868b,2024-04,2024-04-30,new,1791.0,1791.0
A-39868b-2024-06,A-39868b,2024-06,2024-06-30,expansion,1962.0,3753.0
A-39868b-2024-10,A-39868b,2024-10,2024-10-31,expansion,441.0,4194.0
A-39b19f-2023-02,A-39b19f,2023-02,2023-02-28,new,1960.0,1960.0
A-39b19f-2023-07,A-39b19f,2023-07,2023-07-31,expansion,2499.0,4459.0
A-39b19f-2023-11,A-39b19f,2023-11,2023-11-30,expansion,1764.0,6223.0
A-39b19f-2024-03,A-39b19f,2024-03,2024-03-31,expansion,8159.0,14382.0
A-39b19f-2024-05,A-39b19f,2024-05,2024-05-31,contraction,-2727.0,11655.0
A-39b19f-2024-11,A-39b19f,2024-11,2024-11-30,expansion,247.0,11902.0
A-39ddf4-2024-12,A-39ddf4,2024-12,2024-12-31,new,35836.0,35836.0
A-3a5ad8-2024-01,A-3a5ad8,2024-01,2024-01-31,new,2360.0,2360.0
A-3a5ad8-2024-02,A-3a5ad8,2024-02,2024-02-29,expansion,6169.0,8529.0
A-3a5ad8-2024-04,A-3a5ad8,2024-04,2024-04-30,expansion,441.0,8970.0
A-3a5ad8-2024-05,A-3a5ad8,2024-05,2024-05-31,expansion,2246.0,11216.0
A-3a5ad8-2024-11,A-3a5ad8,2024-11,2024-11-30,expansion,15694.0,26910.0
A-3a5ad8-2024-12,A-3a5ad8,2024-12,2024-12-31,expansion,1791.0,28701.0
A-3a7284-2024-11,A-3a7284,2024-11,2024-11-30,new,15317.0,15317.0
A-3a7284-2024-12,A-3a7284,2024-12,2024-12-31,expansion,20202.0,35519.0
A-3b37d9-2023-04,A-3b37d9,2023-04,2023-04-30,new,4577.0,4577.0
A-3b37d9-2023-07,A-3b37d9,2023-07,2023-07-31,expansion,1127.0,5704.0
A-3b37d9-2023-10,A-3b37d9,2023-10,2023-10-31,expansion,4577.0,10281.0
A-3b37d9-2023-11,A-3b37d9,2023-11,2023-11-30,expansion,4577.0,14858.0
A-3b37d9-2024-11,A-3b37d9,2024-11,2024-11-30,expansion,4577.0,19435.0
A-3b37d9-2024-12,A-3b37d9,2024-12,2024-12-31,contraction,-4577.0,14858.0
A-3b5cd1-2023-10,A-3b5cd1,2023-10,2023-10-31,new,2548.0,2548.0
A-3b5cd1-2023-11,A-3b5cd1,2023-11,2023-11-30,expansion,637.0,3185.0
A-3b5cd1-2023-12,A-3b5cd1,2023-12,2023-12-31,expansion,2587.0,5772.0
A-3b5cd1-2024-01,A-3b5cd1,2024-01,2024-01-31,expansion,551.0,6323.0
A-3b5cd1-2024-02,A-3b5cd1,2024-02,2024-02-29,expansion,3582.0,9905.0
A-3b5cd1-2024-03,A-3b5cd1,2024-03,2024-03-31,expansion,637.0,10542.0
A-3b5cd1-2024-11,A-3b5cd1,2024-11,2024-11-30,expansion,2587.0,13129.0
A-3b5cd1-2024-12,A-3b5cd1,2024-12,2024-12-31,expansion,10547.0,23676.0
A-3be56b-2023-12,A-3be56b,2023-12,2023-12-31,new,3038.0,3038.0
A-3be56b-2024-02,A-3be56b,2024-02,2024-02-29,expansion,1715.0,4753.0
A-3be56b-2024-03,A-3be56b,2024-03,2024-03-31,expansion,833.0,5586.0
A-3be56b-2024-04,A-3be56b,2024-04,2024-04-30,contraction,-1715.0,3871.0
A-3be56b-2024-05,A-3be56b,2024-05,2024-05-31,expansion,3715.0,7586.0
A-3be56b-2024-08,A-3be56b,2024-08,2024-08-31,expansion,7359.0,14945.0
A-3be56b-2024-12,A-3be56b,2024-12,2024-12-31,expansion,380.0,15325.0
A-3c1a3f-2023-12,A-3c1a3f,2023-12,2023-12-31,new,8557.0,8557.0
A-3c1a3f-2024-03,A-3c1a3f,2024-03,2024-03-31,expansion,76.0,8633.0
A-3c1a3f-2024-04,A-3c1a3f,2024-04,2024-04-30,expansion,398.0,9031.0
A-3c1a3f-2024-05,A-3c1a3f,2024-05,2024-05-31,contraction,-1855.0,7176.0
A-3c1a3f-2024-09,A-3c1a3f,2024-09,2024-09-30,expansion,597.0,7773.0
A-3c1a3f-2024-10,A-3c1a3f,2024-10,2024-10-31,expansion,4350.0,12123.0
A-3c1a3f-2024-12,A-3c1a3f,2024-12,2024-12-31,contraction,-931.0,11192.0
A-3cc791-2024-03,A-3cc791,2024-03,2024-03-31,new,1194.0,1194.0
A-3cc791-2024-04,A-3cc791,2024-04,2024-04-30,expansion,304.0,1498.0
A-3cc791-2024-05,A-3cc791,2024-05,2024-05-31,expansion,588.0,2086.0
A-3cc791-2024-06,A-3cc791,2024-06,2024-06-30,expansion,4378.0,6464.0
A-3cc791-2024-07,A-3cc791,2024-07,2024-07-31,expansion,294.0,6758.0
A-3cc791-2024-12,A-3cc791,2024-12,2024-12-31,expansion,1764.0,8522.0
A-3ce5b8-2023-12,A-3ce5b8,2023-12,2023-12-31,new,9261.0,9261.0
A-3ce5b8-2024-02,A-3ce5b8,2024-02,2024-02-29,expansion,392.0,9653.0
A-3ce5b8-2024-03,A-3ce5b8,2024-03,2024-03-31,expansion,1764.0,11417.0
A-3ce5b8-2024-04,A-3ce5b8,2024-04,2024-04-30,expansion,2786.0,14203.0
A-3ce5b8-2024-05,A-3ce5b8,2024-05,2024-05-31,expansion,703.0,14906.0
A-3ce5b8-2024-06,A-3ce5b8,2024-06,2024-06-30,expansion,1592.0,16498.0
A-3ce5b8-2024-09,A-3ce5b8,2024-09,2024-09-30,expansion,152.0,16650.0
A-3d957b-2024-07,A-3d957b,2024-07,2024-07-31,new,2107.0,2107.0
A-3d957b-2024-08,A-3d957b,2024-08,2024-08-31,expansion,6959.0,9066.0
A-3d957b-2024-10,A-3d957b,2024-10,2024-10-31,expansion,2786.0,11852.0
A-3d957b-2024-11,A-3d957b,2024-11,2024-11-30,contraction,-2786.0,9066.0
A-3f9cc0-2024-06,A-3f9cc0,2024-06,2024-06-30,new,9174.0,9174.0
A-3f9cc0-2024-07,A-3f9cc0,2024-07,2024-07-31,expansion,4796.0,13970.0
A-3f9cc0-2024-08,A-3f9cc0,2024-08,2024-08-31,expansion,5970.0,19940.0
A-40906c-2024-06,A-40906c,2024-06,2024-06-30,new,24564.0,24564.0
A-40906c-2024-09,A-40906c,2024-09,2024-09-30,expansion,6256.0,30820.0
A-40906c-2024-10,A-40906c,2024-10,2024-10-31,expansion,1748.0,32568.0
A-40906c-2024-11,A-40906c,2024-11,2024-11-30,expansion,27324.0,59892.0
A-40906c-2024-12,A-40906c,2024-12,2024-12-31,expansion,4508.0,64400.0
A-40a557-2024-01,A-40a557,2024-01,2024-01-31,new,3184.0,3184.0
A-40a557-2024-03,A-40a557,2024-03,2024-03-31,expansion,10945.0,14129.0
A-40a557-2024-06,A-40a557,2024-06,2024-06-30,expansion,1259.0,15388.0
A-40a557-2024-11,A-40a557,2024-11,2024-11-30,expansion,1568.0,16956.0
A-40a557-2024-12,A-40a557,2024-12,2024-12-31,expansion,3184.0,20140.0
A-40de06-2023-06,A-40de06,2023-06,2023-06-30,new,6750.0,6750.0
A-40de06-2023-09,A-40de06,2023-09,2023-09-30,expansion,1372.0,8122.0
A-40de06-2023-10,A-40de06,2023-10,2023-10-31,expansion,1372.0,9494.0
